   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 matrices.py:588(MatrixDeprecated)
        1    0.000    0.000    0.000    0.000 matrices.py:63(DeferredVector)
        1    0.000    0.000    0.000    0.000 matrices.py:735(MatrixMethods)
        3    0.000    0.000    0.000    0.000 matrices.py:737(__init__)
        1    0.000    0.000    0.000    0.000 matrices.py:752(MatrixBase)
      165    0.000    0.000    0.000    0.000 matrices.py:791(__len__)
        1    0.000    0.000    0.000    0.000 matrices.py:8(_matrix)
      364    0.023    0.000    0.107    0.000 matrices.py:920(_handle_creation_inputs)
        1    0.000    0.000    0.000    0.000 matrices.py:94(MatrixDeterminant)
      996    0.001    0.000    0.002    0.000 matrices.py:999(<lambda>)
        1    0.000    0.000    0.000    0.000 meijerint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 meijerint.py:303(_CoeffExpValueError)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 memoization.py:1(<module>)
        5    0.000    0.000    0.000    0.000 memoization.py:14(decorator)
        5    0.000    0.000    0.000    0.000 memoization.py:6(recurrence_memo)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:15(Undecidable)
        6    0.000    0.000    0.000    0.000 misc.py:180(debug_decorator)
        1    0.000    0.000    0.004    0.004 miscellaneous.py:1(<module>)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:31(IdentityFunction)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:379(MinMaxBase)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:45(__new__)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:686(Max)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:804(Min)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.001    0.001 mod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mod.py:5(Mod)
        1    0.000    0.000    0.000    0.000 modularinteger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modularinteger.py:15(ModularInteger)
        1    0.000    0.000    0.000    0.000 monomials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monomials.py:405(MonomialOps)
        1    0.000    0.000    0.000    0.000 monomials.py:517(Monomial)
        1    0.000    0.000    0.000    0.000 mpelements.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mpelements.py:15(RealElement)
       20    0.000    0.000    0.000    0.000 mpelements.py:21(_set_mpf)
       10    0.000    0.000    0.000    0.000 mpelements.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 mpelements.py:29(ComplexElement)
        4    0.000    0.000    0.000    0.000 mpelements.py:35(_set_mpc)
        1    0.000    0.000    0.000    0.000 mpelements.py:45(MPContext)
        2    0.000    0.000    0.000    0.000 mpelements.py:48(__init__)
        2    0.000    0.000    0.000    0.000 mpelements.py:95(_make_tol)
        1    0.000    0.000    0.088    0.088 mul.py:1(<module>)
  276/274    0.026    0.000    0.282    0.001 mul.py:109(flatten)
        2    0.000    0.000    0.000    0.000 mul.py:1204(_eval_is_finite)
        9    0.000    0.000    0.000    0.000 mul.py:1205(<genexpr>)
      5/4    0.000    0.000    0.002    0.001 mul.py:1233(_eval_is_zero)
        1    0.000    0.000    0.000    0.000 mul.py:19(NC_Marker)
      275    0.001    0.000    0.021    0.000 mul.py:30(_mulsort)
      552    0.010    0.000    0.026    0.000 mul.py:381(_gather)
      529    0.002    0.000    0.006    0.000 mul.py:392(<listcomp>)
      276    0.000    0.000    0.000    0.000 mul.py:469(<listcomp>)
      276    0.000    0.000    0.001    0.000 mul.py:567(<listcomp>)
        1    0.000    0.000    0.000    0.000 mul.py:601(<genexpr>)
        2    0.000    0.000    0.000    0.000 mul.py:603(<genexpr>)
        1    0.000    0.000    0.012    0.012 mul.py:632(_eval_power)
        1    0.000    0.000    0.000    0.000 mul.py:638(<listcomp>)
        1    0.000    0.000    0.000    0.000 mul.py:766(as_coeff_Mul)
        1    0.000    0.000    0.000    0.000 mul.py:89(Mul)
        1    0.001    0.001    0.059    0.059 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.000    0.000 multidimensional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multidimensional.py:62(vectorize)
        2    0.000    0.000    0.000    0.000 multidimensional.py:87(__init__)
        2    0.000    0.000    0.000    0.000 multidimensional.py:99(__call__)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.002    0.002 mutable_ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mutable_ndim_array.py:4(MutableNDimArray)
        1    0.000    0.000    0.000    0.000 named_groups.py:1(<module>)
        1    0.000    0.000    0.006    0.006 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndim_array.py:14(NDimArray)
        1    0.000    0.000    0.000    0.000 ndim_array.py:567(ImmutableNDimArray)
        1    0.000    0.000    0.037    0.037 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
       22    0.000    0.000    0.000    0.000 ntpath.py:124(splitdrive)
        4    0.000    0.000    0.000    0.000 ntpath.py:180(split)
        1    0.000    0.000    0.000    0.000 ntpath.py:203(splitext)
        1    0.000    0.000    0.000    0.000 ntpath.py:214(basename)
        2    0.000    0.000    0.000    0.000 ntpath.py:221(dirname)
        4    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        3    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
        2    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
        2    0.000    0.000    0.000    0.000 ntpath.py:524(abspath)
        8    0.000    0.000    0.000    0.000 ntpath.py:77(join)
        1    0.000    0.000    0.137    0.137 numberfields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numberfields.py:1088(IntervalPrinter)
        2    0.001    0.000    0.171    0.085 numbers.py:1(<module>)
2481/2217    0.039    0.000    0.142    0.000 numbers.py:1031(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:1071(catalan)
     2508    0.013    0.000    0.050    0.000 numbers.py:1191(_new)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
      571    0.001    0.000    0.001    0.000 numbers.py:1215(_hashable_content)
        1    0.000    0.000    0.000    0.000 numbers.py:1217(genocchi)
      264    0.001    0.000    0.004    0.000 numbers.py:1236(_as_mpf_val)
     2482    0.004    0.000    0.004    0.000 numbers.py:1285(__nonzero__)
      264    0.004    0.000    0.024    0.000 numbers.py:1314(__div__)
        1    0.000    0.000    0.000    0.000 numbers.py:1315(partition)
      499    0.002    0.000    0.010    0.000 numbers.py:1379(__abs__)
     1997    0.030    0.000    0.063    0.000 numbers.py:1389(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:1411(_MultisetHistogram)
     1203    0.018    0.000    0.104    0.000 numbers.py:1422(_Frel)
      397    0.001    0.000    0.021    0.000 numbers.py:1452(__gt__)
      806    0.004    0.000    0.091    0.000 numbers.py:1468(__lt__)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
     4818    0.015    0.000    0.035    0.000 numbers.py:1484(__hash__)
     2772    0.024    0.000    0.030    0.000 numbers.py:149(mpf_norm)
        1    0.000    0.000    0.000    0.000 numbers.py:1505(Rational)
4040/1809    0.040    0.000    0.117    0.000 numbers.py:1597(__new__)
      792    0.001    0.000    0.001    0.000 numbers.py:1688(_hashable_content)
       14    0.000    0.000    0.000    0.000 numbers.py:1694(_eval_is_zero)
      877    0.003    0.000    0.017    0.000 numbers.py:1697(__neg__)
      864    0.007    0.000    0.042    0.000 numbers.py:1700(__add__)
      498    0.004    0.000    0.024    0.000 numbers.py:1715(__sub__)
        1    0.000    0.000    0.000    0.000 numbers.py:172(fibonacci)
      994    0.012    0.000    0.071    0.000 numbers.py:1739(__mul__)
      161    0.002    0.000    0.010    0.000 numbers.py:1753(__div__)
       17    0.000    0.000    0.010    0.001 numbers.py:1801(_eval_power)
       33    0.000    0.000    0.001    0.000 numbers.py:1839(_as_mpf_val)
      619    0.008    0.000    0.013    0.000 numbers.py:1868(__eq__)
      167    0.001    0.000    0.010    0.000 numbers.py:1917(_Rrel)
      133    0.000    0.000    0.009    0.000 numbers.py:1954(__lt__)
       34    0.000    0.000    0.002    0.000 numbers.py:1962(__le__)
     3353    0.011    0.000    0.029    0.000 numbers.py:1970(__hash__)
       15    0.000    0.000    0.001    0.000 numbers.py:1973(factors)
       10    0.000    0.000    0.000    0.000 numbers.py:1991(gcd)
        1    0.000    0.000    0.000    0.000 numbers.py:2009(as_numer_denom)
      529    0.001    0.000    0.001    0.000 numbers.py:2036(as_coeff_Mul)
        1    0.000    0.000    0.000    0.000 numbers.py:2045(Integer)
      274    0.002    0.000    0.005    0.000 numbers.py:2080(_as_mpf_val)
     2189    0.010    0.000    0.018    0.000 numbers.py:2086(__new__)
        4    0.000    0.000    0.000    0.000 numbers.py:2117(__int__)
        3    0.000    0.000    0.000    0.000 numbers.py:2125(ceiling)
        1    0.000    0.000    0.000    0.000 numbers.py:2143(__divmod__)
        1    0.000    0.000    0.000    0.000 numbers.py:2165(__add__)
      102    0.001    0.000    0.001    0.000 numbers.py:2186(__sub__)
       97    0.001    0.000    0.003    0.000 numbers.py:2197(__rsub__)
2363/2357    0.011    0.000    0.016    0.000 numbers.py:2206(__mul__)
      370    0.004    0.000    0.010    0.000 numbers.py:2217(__rmul__)
        1    0.000    0.000    0.000    0.000 numbers.py:2226(__mod__)
     1111    0.002    0.000    0.004    0.000 numbers.py:2244(__eq__)
      264    0.001    0.000    0.001    0.000 numbers.py:2251(__ne__)
      141    0.000    0.000    0.004    0.000 numbers.py:2254(__gt__)
      581    0.002    0.000    0.032    0.000 numbers.py:2263(__lt__)
      100    0.000    0.000    0.002    0.000 numbers.py:2272(__ge__)
     2298    0.013    0.000    0.039    0.000 numbers.py:229(igcd)
     6309    0.008    0.000    0.010    0.000 numbers.py:2290(__hash__)
     1215    0.001    0.000    0.001    0.000 numbers.py:2293(__index__)
        1    0.000    0.000    0.000    0.000 numbers.py:2298(_eval_is_odd)
     21/8    0.001    0.000    0.046    0.006 numbers.py:2301(_eval_power)
        1    0.000    0.000    0.000    0.000 numbers.py:2435(AlgebraicNumber)
     2298    0.009    0.000    0.020    0.000 numbers.py:249(<listcomp>)
        1    0.000    0.000    0.000    0.000 numbers.py:255(lucas)
        1    0.000    0.000    0.000    0.000 numbers.py:2558(RationalConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:2567(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:2571(IntegerConstant)
        3    0.000    0.000    0.000    0.000 numbers.py:2574(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:2578(Zero)
      133    0.000    0.000    0.000    0.000 numbers.py:2611(__abs__)
     2448    0.001    0.000    0.001    0.000 numbers.py:2639(__nonzero__)
        1    0.000    0.000    0.000    0.000 numbers.py:2649(One)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        4    0.000    0.000    0.000    0.000 numbers.py:2680(__neg__)
        1    0.000    0.000    0.000    0.000 numbers.py:2699(NegativeOne)
        1    0.000    0.000    0.000    0.000 numbers.py:2732(__abs__)
       18    0.000    0.000    0.000    0.000 numbers.py:2736(__neg__)
        1    0.000    0.000    0.000    0.000 numbers.py:2763(Half)
        1    0.000    0.000    0.000    0.000 numbers.py:2795(Infinity)
        1    0.000    0.000    0.000    0.000 numbers.py:2844(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:2854(_eval_evalf)
        1    0.000    0.000    0.000    0.000 numbers.py:2857(evalf)
        3    0.000    0.000    0.000    0.000 numbers.py:2869(__sub__)
      264    0.001    0.000    0.001    0.000 numbers.py:2909(__neg__)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
      266    0.001    0.000    0.001    0.000 numbers.py:2951(_as_mpf_val)
     4818    0.011    0.000    0.024    0.000 numbers.py:2958(__hash__)
        4    0.000    0.000    0.000    0.000 numbers.py:2961(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:2989(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:3012(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:306(tribonacci)
      265    0.000    0.000    0.000    0.000 numbers.py:3116(_as_mpf_val)
      528    0.001    0.000    0.003    0.000 numbers.py:3123(__hash__)
        4    0.000    0.000    0.000    0.000 numbers.py:3126(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:3155(NaN)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:3217(__new__)
       84    0.000    0.000    0.000    0.000 numbers.py:3260(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:3280(ComplexInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:3318(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:3359(NumberSymbol)
        6    0.000    0.000    0.000    0.000 numbers.py:3369(__new__)
        5    0.000    0.000    0.000    0.000 numbers.py:3413(__hash__)
        1    0.000    0.000    0.000    0.000 numbers.py:3417(Exp1)
        1    0.000    0.000    0.000    0.000 numbers.py:3491(Pi)
        1    0.000    0.000    0.000    0.000 numbers.py:3559(GoldenRatio)
        1    0.000    0.000    0.000    0.000 numbers.py:3623(TribonacciConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:3690(EulerGamma)
        1    0.000    0.000    0.000    0.000 numbers.py:3750(Catalan)
        1    0.000    0.000    0.000    0.000 numbers.py:3810(ImaginaryUnit)
        1    0.000    0.000    0.000    0.000 numbers.py:393(bernoulli)
        1    0.000    0.000    0.000    0.000 numbers.py:3937(_register_classes)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
       10    0.000    0.000    0.000    0.000 numbers.py:423(ilcm)
        1    0.000    0.000    0.000    0.000 numbers.py:51(carmichael)
        1    0.000    0.000    0.001    0.001 numbers.py:534(bell)
        1    0.000    0.000    0.000    0.000 numbers.py:557(Number)
       43    0.000    0.000    0.003    0.000 numbers.py:665(_eval_evalf)
      264    0.001    0.000    0.006    0.000 numbers.py:668(_as_mpf_op)
        3    0.000    0.000    0.000    0.000 numbers.py:672(__float__)
        1    0.000    0.000    0.000    0.000 numbers.py:687(harmonic)
       41    0.000    0.000    0.000    0.000 numbers.py:705(class_key)
       41    0.000    0.000    0.000    0.000 numbers.py:709(sort_key)
        7    0.000    0.000    0.000    0.000 numbers.py:735(__mul__)
    13517    0.032    0.000    0.053    0.000 numbers.py:807(__hash__)
        1    0.000    0.000    0.000    0.000 numbers.py:855(Float)
        1    0.000    0.000    0.000    0.000 numbers.py:920(euler)
        1    0.001    0.001    0.055    0.055 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:144(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.011    0.011 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:232(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:396(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        1    0.000    0.000    0.000    0.000 octave.py:1(<module>)
        1    0.000    0.000    0.000    0.000 octave.py:66(OctaveCodePrinter)
        1    0.000    0.000    0.013    0.013 ode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odes.py:4(ODEMethods)
        1    0.000    0.000    0.001    0.001 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.002    0.002 operations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 operations.py:12(AssocOp)
  360/346    0.015    0.000    0.322    0.001 operations.py:28(__new__)
      360    0.001    0.000    0.001    0.000 operations.py:32(<listcomp>)
       16    0.000    0.000    0.000    0.000 operations.py:355(make_args)
      995    0.001    0.000    0.002    0.000 operations.py:36(<genexpr>)
        1    0.000    0.000    0.000    0.000 operations.py:383(ShortCircuit)
        1    0.000    0.000    0.000    0.000 operations.py:387(LatticeOp)
      277    0.003    0.000    0.004    0.000 operations.py:61(_from_args)
        1    0.000    0.000    0.006    0.006 optimization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:102(MNewton)
        1    0.000    0.000    0.000    0.000 optimization.py:13(Newton)
        1    0.000    0.000    0.000    0.000 optimization.py:157(Halley)
        1    0.000    0.000    0.000    0.000 optimization.py:211(Muller)
        1    0.000    0.000    0.000    0.000 optimization.py:288(Bisection)
        1    0.000    0.000    0.000    0.000 optimization.py:355(Illinois)
        1    0.000    0.000    0.000    0.000 optimization.py:456(Ridder)
        1    0.000    0.000    0.000    0.000 optimization.py:5(OptimizationMethods)
        1    0.000    0.000    0.000    0.000 optimization.py:515(ANewton)
        1    0.000    0.000    0.000    0.000 optimization.py:56(Secant)
        1    0.000    0.000    0.000    0.000 optimization.py:600(MDNewton)
        1    0.000    0.000    0.001    0.001 order.py:1(<module>)
        1    0.000    0.000    0.000    0.000 order.py:12(Order)
        1    0.000    0.000    0.000    0.000 orderings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orderings.py:12(MonomialOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:139(InverseOrder)
        3    0.000    0.000    0.000    0.000 orderings.py:158(__init__)
        1    0.000    0.000    0.000    0.000 orderings.py:244(_ItemGetter)
        1    0.000    0.000    0.000    0.000 orderings.py:37(LexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:47(GradedLexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:56(ReversedGradedLexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:65(ProductOrder)
        1    0.000    0.000    0.002    0.002 ordinals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ordinals.py:249(OrdinalZero)
        1    0.000    0.000    0.000    0.000 ordinals.py:256(OrdinalOmega)
        1    0.000    0.000    0.000    0.000 ordinals.py:268(__new__)
        1    0.000    0.000    0.000    0.000 ordinals.py:4(OmegaPower)
        1    0.000    0.000    0.000    0.000 ordinals.py:54(Ordinal)
        2    0.000    0.000    0.000    0.000 ordinals.py:78(__new__)
        2    0.000    0.000    0.000    0.000 ordinals.py:80(<listcomp>)
        2    0.000    0.000    0.000    0.000 ordinals.py:81(<genexpr>)
        1    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orthopolys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:1082(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1098(add_dll_directory)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
       28    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
        2    0.000    0.000    0.000    0.000 os.py:726(<lambda>)
       34    0.000    0.000    0.000    0.000 os.py:734(check_str)
       32    0.000    0.000    0.000    0.000 os.py:740(encodekey)
       19    0.000    0.000    0.000    0.000 os.py:766(getenv)
        1    0.000    0.000    0.049    0.049 overrides.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
      316    0.003    0.000    0.092    0.000 overrides.py:166(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       23    0.000    0.000    0.006    0.000 overrides.py:206(decorator)
      286    0.004    0.000    0.017    0.000 overrides.py:72(verify_matching_signatures)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.001    0.001 parabola.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parabola.py:18(Parabola)
        1    0.000    0.000    0.003    0.003 parameters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameters.py:60(__init__)
        1    0.000    0.000    0.000    0.000 parameters.py:7(_global_parameters)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:765(Quoter)
        1    0.000    0.000    0.123    0.123 partfrac.py:1(<module>)
        1    0.000    0.000    0.001    0.001 partitions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 partitions.py:12(Partition)
        1    0.000    0.000    0.000    0.000 partitions.py:299(IntegerPartition)
        1    0.000    0.000    0.002    0.002 partitions_.py:1(<module>)
        1    0.000    0.000    0.011    0.011 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1008(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1021(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1543(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1550(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:390(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:395(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:475(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:500(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:506(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:522(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:553(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:597(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:625(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:998(PurePosixPath)
        1    0.000    0.000    0.003    0.003 pc_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pc_groups.py:42(Collector)
        1    0.000    0.000    0.000    0.000 pc_groups.py:7(PolycyclicGroup)
        1    0.000    0.000    0.000    0.000 pdb.py:124(_rstr)
        1    0.000    0.000    0.000    0.000 pdb.py:137(Pdb)
        1    0.000    0.000    0.018    0.018 pdb.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pdb.py:86(Restart)
        1    0.000    0.000    0.002    0.002 pde.py:1(<module>)
        1    0.000    0.000    0.009    0.009 perm_groups.py:1(<module>)
        5    0.000    0.000    0.006    0.001 perm_groups.py:121(__new__)
      100    0.000    0.000    0.000    0.000 perm_groups.py:131(<genexpr>)
      100    0.000    0.000    0.000    0.000 perm_groups.py:133(<genexpr>)
        5    0.001    0.000    0.002    0.000 perm_groups.py:141(<listcomp>)
        5    0.000    0.000    0.001    0.000 perm_groups.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 perm_groups.py:24(PermutationGroup)
        1    0.000    0.000    0.000    0.000 perm_groups.py:5083(SymmetricPermutationGroup)
        1    0.000    0.000    0.000    0.000 perm_groups.py:5166(Coset)
        1    0.000    0.000    0.002    0.002 permutation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 permutation.py:167(MatrixPermute)
        1    0.000    0.000    0.000    0.000 permutation.py:8(PermutationMatrix)
        1    0.000    0.000    0.001    0.001 permutations.py:1(<module>)
      563    0.000    0.000    0.000    0.000 permutations.py:1116(size)
      363    0.005    0.000    0.010    0.000 permutations.py:1255(__mul__)
      363    0.001    0.000    0.001    0.000 permutations.py:1317(<listcomp>)
     1429    0.001    0.000    0.001    0.000 permutations.py:1540(__iter__)
      363    0.003    0.000    0.052    0.000 permutations.py:1556(__call__)
       95    0.000    0.000    0.001    0.000 permutations.py:1976(is_identity)
       95    0.001    0.000    0.001    0.000 permutations.py:1980(is_Identity)
      195    0.000    0.000    0.000    0.000 permutations.py:2008(<genexpr>)
        1    0.000    0.000    0.000    0.000 permutations.py:238(Cycle)
        1    0.000    0.000    0.000    0.000 permutations.py:2984(AppliedPermutation)
     4934    0.005    0.000    0.012    0.000 permutations.py:311(__missing__)
      453    0.003    0.000    0.023    0.000 permutations.py:346(list)
      363    0.001    0.000    0.001    0.000 permutations.py:374(<listcomp>)
      453    0.006    0.000    0.018    0.000 permutations.py:378(<listcomp>)
      453    0.004    0.000    0.016    0.000 permutations.py:426(__init__)
      453    0.001    0.000    0.003    0.000 permutations.py:448(<listcomp>)
     1605    0.001    0.000    0.001    0.000 permutations.py:449(<genexpr>)
       90    0.000    0.000    0.000    0.000 permutations.py:456(size)
        1    0.000    0.000    0.000    0.000 permutations.py:466(Permutation)
      491    0.004    0.000    0.037    0.000 permutations.py:828(__new__)
       99    0.000    0.000    0.000    0.000 permutations.py:903(<genexpr>)
       33    0.000    0.000    0.000    0.000 permutations.py:919(<listcomp>)
       99    0.000    0.000    0.000    0.000 permutations.py:932(<genexpr>)
      949    0.004    0.000    0.006    0.000 permutations.py:965(_af_new)
       95    0.000    0.000    0.000    0.000 permutations.py:991(_hashable_content)
     1044    0.001    0.000    0.001    0.000 permutations.py:996(array_form)
        1    0.000    0.000    0.009    0.009 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:405(_Pickler)
